TRADING CODE,TRADING CODE url,LTP*,HIGH,LOW,CLOSEP*,YCP*,CHANGE,TRADE,VALUE (mn),VOLUME
https://www.dsebd.org/displayCompany.php?name=RECKITTBEN,RECKITTBEN,"4,760.7","4,760.7","4,760.7","4,760.7","4,760.7",0,8,0.186,39
https://www.dsebd.org/displayCompany.php?name=UNILEVERCL,UNILEVERCL,"2,987.6","3,098","2,975","2,987.6","3,091",-103.4,736,21.187,"7,070"
https://www.dsebd.org/displayCompany.php?name=MARICO,MARICO,"2,421.5","2,421.5","2,421.5","2,421.5","2,421.5",0,15,1.121,463
https://www.dsebd.org/displayCompany.php?name=BERGERPBL,BERGERPBL,"1,723.6","1,732.5","1,718","1,723.6","1,732.7",-9.1,43,1.742,"1,011"
https://www.dsebd.org/displayCompany.php?name=EASTRNLUB,EASTRNLUB,"1,531.3","1,531.3","1,531.3","1,531.3","1,531.3",0,31,0.423,276
https://www.dsebd.org/displayCompany.php?name=LINDEBD,LINDEBD,"1,397.7","1,397.7","1,397.7","1,397.7","1,397.7",0,12,0.827,592
https://www.dsebd.org/displayCompany.php?name=RENATA,RENATA,"1,217.9","1,217.9","1,217.9","1,217.9","1,217.9",0,17,0.11,90
https://www.dsebd.org/displayCompany.php?name=WALTONHIL,WALTONHIL,"1,047.7","1,047.7","1,047.7","1,047.7","1,047.7",0,1,0.005,5
https://www.dsebd.org/displayCompany.php?name=BATASHOE,BATASHOE,959.9,959.9,955,955.9,951.3,8.6,8,0.117,122
https://www.dsebd.org/displayCompany.php?name=MONNOAGML,MONNOAGML,931.2,942,875.1,931.2,884.6,46.6,"1,069",25.016,"27,552"
https://www.dsebd.org/displayCompany.php?name=PHARMAID,PHARMAID,790.7,790.7,790.7,790.7,790.7,0,1,0.002,2
https://www.dsebd.org/displayCompany.php?name=RENWICKJA,RENWICKJA,750.1,750.2,750.1,750.1,750.4,-0.3,42,1.1,"1,467"
https://www.dsebd.org/displayCompany.php?name=LIBRAINFU,LIBRAINFU,668.6,699,668.6,668.8,668.6,0,11,0.088,132
https://www.dsebd.org/displayCompany.php?name=SONALIPAPR,SONALIPAPR,662.2,669.9,625.1,662.2,631.1,31.1,"1,096",79.903,"121,067"
https://www.dsebd.org/displayCompany.php?name=NTC,NTC,598.3,600,598.3,598.5,599,-0.7,40,0.768,"1,282"
https://www.dsebd.org/displayCompany.php?name=BATBC,BATBC,518.7,518.7,518.7,518.7,518.7,0,30,0.249,481
https://www.dsebd.org/displayCompany.php?name=AMBEEPHA,AMBEEPHA,481.8,485.9,480.2,481.8,480.9,0.9,8,0.034,71
https://www.dsebd.org/displayCompany.php?name=GEMINISEA,GEMINISEA,450,454.5,443,450,443.3,6.7,"2,121",45.908,"102,210"
https://www.dsebd.org/displayCompany.php?name=KOHINOOR,KOHINOOR,406.3,409.9,405,406.3,406.9,-0.6,195,3.305,"8,129"
https://www.dsebd.org/displayCompany.php?name=SONALIANSH,SONALIANSH,402,405,399.2,402,399.2,2.8,571,10.222,"25,479"
https://www.dsebd.org/displayCompany.php?name=SEAPEARL,SEAPEARL,308.2,310.2,285,308.2,295.5,12.7,"4,227",295.8,"986,829"
https://www.dsebd.org/displayCompany.php?name=APEXFOOT,APEXFOOT,291.9,299.5,288,291.9,294.3,-2.4,"1,514",38.72,"131,935"
https://www.dsebd.org/displayCompany.php?name=ORIONINFU,ORIONINFU,291.1,297.7,288,291.1,291.2,-0.1,"1,977",46.374,"158,361"
https://www.dsebd.org/displayCompany.php?name=IBNSINA,IBNSINA,286.6,286.6,286.6,286.6,286.6,0,17,0.806,"2,813"
https://www.dsebd.org/displayCompany.php?name=GP,GP,286.6,286.6,286.6,286.6,286.6,0,14,0.155,542
https://www.dsebd.org/displayCompany.php?name=BEACONPHAR,BEACONPHAR,278.7,280.8,270.1,278.7,272.5,6.2,473,29.477,"106,222"
https://www.dsebd.org/displayCompany.php?name=ACI,ACI,260.2,260.2,260.2,260.2,260.2,0,9,0.881,"3,385"
https://www.dsebd.org/displayCompany.php?name=ARAMIT,ARAMIT,258.9,258.9,258.9,258.9,258.9,0,51,1.262,"4,876"
https://www.dsebd.org/displayCompany.php?name=JMISMDL,JMISMDL,255.5,255.5,255.5,255.5,255.5,0,3,0.017,67
https://www.dsebd.org/displayCompany.php?name=BDLAMPS,BDLAMPS,252.2,252.2,252.2,252.2,252.2,0,14,0.362,"1,434"
https://www.dsebd.org/displayCompany.php?name=AMCL(PRAN),AMCL(PRAN),252,252,252,252,252,0,13,0.118,470
https://www.dsebd.org/displayCompany.php?name=MONOSPOOL,MONOSPOOL,250.6,253.5,248.4,250.6,248.4,2.2,587,10.434,"41,589"
https://www.dsebd.org/displayCompany.php?name=JUTESPINN,JUTESPINN,245,245,236.5,239.8,246.1,-1.1,43,0.582,"2,431"
https://www.dsebd.org/displayCompany.php?name=RAHIMAFOOD,RAHIMAFOOD,237.7,237.7,237.7,237.7,237.7,0,1,0.005,20
https://www.dsebd.org/displayCompany.php?name=APEXFOODS,APEXFOODS,235.4,243.3,233,235.4,238.6,-3.2,426,8.803,"37,221"
https://www.dsebd.org/displayCompany.php?name=UPGDCL,UPGDCL,233.7,233.7,233.7,233.7,233.7,0,4,0.003,11
https://www.dsebd.org/displayCompany.php?name=KAY&QUE,KAY&QUE,223.4,223.4,223.4,223.4,223.4,0,3,0.018,81
https://www.dsebd.org/displayCompany.php?name=BSCCL,BSCCL,218.9,218.9,218.9,218.9,218.9,0,4,0.146,665
https://www.dsebd.org/displayCompany.php?name=ANWARGALV,ANWARGALV,213.3,213.3,213.3,213.3,213.3,0,12,0.138,646
https://www.dsebd.org/displayCompany.php?name=SQURPHARMA,SQURPHARMA,209.8,209.8,209.8,209.8,209.8,0,43,0.433,"2,062"
https://www.dsebd.org/displayCompany.php?name=PADMAOIL,PADMAOIL,209.2,209.2,209.2,209.2,209.2,0,7,0.329,"1,572"
https://www.dsebd.org/displayCompany.php?name=MPETROLEUM,MPETROLEUM,200.7,202.3,199,200.7,198.8,1.9,84,5.214,"26,115"
https://www.dsebd.org/displayCompany.php?name=AL-HAJTEX,AL-HAJTEX,194.3,196,185,194.3,189.8,4.5,"1,787",96.242,"504,015"
https://www.dsebd.org/displayCompany.php?name=NORTHERN,NORTHERN,194.1,199.8,194.1,194.1,194.1,0,17,0.186,960
https://www.dsebd.org/displayCompany.php?name=ECABLES,ECABLES,181.3,181.3,181.3,181.3,181.3,0,8,0.012,67
https://www.dsebd.org/displayCompany.php?name=JAMUNAOIL,JAMUNAOIL,178.8,180.4,176.9,178.8,176.5,2.3,148,5.802,"32,420"
https://www.dsebd.org/displayCompany.php?name=PAPERPROC,PAPERPROC,165,165,165,165,165,0,40,1.71,"10,364"
https://www.dsebd.org/displayCompany.php?name=ADNTEL,ADNTEL,161.9,164.6,156.7,161.9,158.1,3.8,"2,576",141.003,"873,154"
https://www.dsebd.org/displayCompany.php?name=OLYMPIC,OLYMPIC,158.2,161.9,156.3,158.2,160.5,-2.3,"3,007",201.846,"1,265,819"
https://www.dsebd.org/displayCompany.php?name=ACIFORMULA,ACIFORMULA,155,155,155,155,155,0,7,0.172,"1,112"
https://www.dsebd.org/displayCompany.php?name=RANFOUNDRY,RANFOUNDRY,153.9,154,153.9,153.9,153.9,0,34,0.644,"4,187"
https://www.dsebd.org/displayCompany.php?name=SINGERBD,SINGERBD,151.9,151.9,151.9,151.9,151.9,0,10,0.08,524
https://www.dsebd.org/displayCompany.php?name=BXPHARMA,BXPHARMA,146.2,146.2,146.2,146.2,146.2,0,10,0.51,"3,488"
https://www.dsebd.org/displayCompany.php?name=DELTALIFE,DELTALIFE,140.7,146.3,140,140.7,146.2,-5.5,"1,035",37.802,"265,195"
https://www.dsebd.org/displayCompany.php?name=RAHIMTEXT,RAHIMTEXT,139.8,139.8,139.8,139.8,139.8,0,3,0.055,390
https://www.dsebd.org/displayCompany.php?name=ZEALBANGLA,ZEALBANGLA,134.1,142.9,132,135.5,139.1,-5,53,0.42,"3,079"
https://www.dsebd.org/displayCompany.php?name=BSC,BSC,127.5,128.9,125.4,127.5,125.1,2.4,"1,793",155.98,"1,226,212"
https://www.dsebd.org/displayCompany.php?name=BDAUTOCA,BDAUTOCA,117.3,117.3,117.3,117.3,117.3,0,21,0.161,"1,371"
https://www.dsebd.org/displayCompany.php?name=APEXSPINN,APEXSPINN,116,116,116,116,116,0,2,0.012,101
https://www.dsebd.org/displayCompany.php?name=HRTEX,HRTEX,115.9,115.9,115.9,115.9,115.9,0,126,28.492,"245,829"
https://www.dsebd.org/displayCompany.php?name=BEXIMCO,BEXIMCO,115.6,115.6,115.6,115.6,115.6,0,4,0.028,238
https://www.dsebd.org/displayCompany.php?name=DSHGARME,DSHGARME,111.4,111.4,111.4,111.4,111.4,0,5,0.038,338
https://www.dsebd.org/displayCompany.php?name=PRAGATILIF,PRAGATILIF,109.8,115,108.3,109.8,112.4,-2.6,550,13.812,"125,122"
https://www.dsebd.org/displayCompany.php?name=BANGAS,BANGAS,108.9,109,108.9,108.9,109.1,-0.2,43,0.397,"3,642"
https://www.dsebd.org/displayCompany.php?name=STANCERAM,STANCERAM,108.7,108.7,108.7,108.7,108.7,0,7,0.036,332
https://www.dsebd.org/displayCompany.php?name=RUPALILIFE,RUPALILIFE,106.1,110.4,102.3,106.1,110.4,-4.3,"5,032",309.184,"2,923,050"
https://www.dsebd.org/displayCompany.php?name=MONNOCERA,MONNOCERA,102.5,103.4,101,102.5,101.1,1.4,954,31.227,"304,677"
https://www.dsebd.org/displayCompany.php?name=APEXTANRY,APEXTANRY,99.3,99.9,99.3,99.4,99.4,-0.1,12,0.202,"2,036"
https://www.dsebd.org/displayCompany.php?name=EHL,EHL,97.3,98,93.6,97.3,93.4,3.9,"2,088",89.744,"929,612"
https://www.dsebd.org/displayCompany.php?name=GENEXIL,GENEXIL,94.5,95.4,92.8,94.5,93.4,1.1,"2,794",131.687,"1,396,919"
https://www.dsebd.org/displayCompany.php?name=BSRMLTD,BSRMLTD,90,90,90,90,90,0,5,0.012,136
https://www.dsebd.org/displayCompany.php?name=CONFIDCEM,CONFIDCEM,89,89,89,89,89,0,1,0,1
https://www.dsebd.org/displayCompany.php?name=SHYAMPSUG,SHYAMPSUG,87.8,93.4,84,87.8,90.2,-2.4,447,4.847,"54,655"
https://www.dsebd.org/displayCompany.php?name=ICB,ICB,87.6,87.6,87.6,87.6,87.6,0,1,0.019,220
https://www.dsebd.org/displayCompany.php?name=MJLBD,MJLBD,86.7,86.7,86.7,86.7,86.7,0,1,0,1
https://www.dsebd.org/displayCompany.php?name=IMAMBUTTON,IMAMBUTTON,86.2,89.7,85.5,86.2,88.7,-2.5,641,6.927,"78,834"
https://www.dsebd.org/displayCompany.php?name=MEGHNALIFE,MEGHNALIFE,85.3,90,83.6,85.3,90.6,-5.3,"2,796",117.363,"1,355,232"
https://www.dsebd.org/displayCompany.php?name=ACMELAB,ACMELAB,85,85,85,85,85,0,12,0.07,821
https://www.dsebd.org/displayCompany.php?name=AZIZPIPES,AZIZPIPES,82.7,82.7,82.7,82.7,82.7,0,41,0.759,"9,173"
https://www.dsebd.org/displayCompany.php?name=STYLECRAFT,STYLECRAFT,80.8,80.8,80.8,80.8,81,-0.2,50,0.698,"8,636"
https://www.dsebd.org/displayCompany.php?name=ORIONPHARM,ORIONPHARM,80.4,81.8,80,80.4,80.6,-0.2,"1,953",77.043,"954,186"
https://www.dsebd.org/displayCompany.php?name=NTLTUBES,NTLTUBES,79.5,79.5,79.5,79.5,79.5,0,1,0,1
https://www.dsebd.org/displayCompany.php?name=MATINSPINN,MATINSPINN,77.6,77.6,77.6,77.6,77.6,0,1,0,1
https://www.dsebd.org/displayCompany.php?name=GQBALLPEN,GQBALLPEN,77.5,77.8,77.5,77.5,77.5,0,72,0.661,"8,530"
https://www.dsebd.org/displayCompany.php?name=PROGRESLIF,PROGRESLIF,77.4,79.4,77.3,77.4,77.4,0,104,3.11,"40,167"
https://www.dsebd.org/displayCompany.php?name=BPML,BPML,77.2,78.3,76.4,77.2,76.3,0.9,"1,701",45.91,"593,444"
https://www.dsebd.org/displayCompany.php?name=PTL,PTL,77,77,77,77,77,0,3,0.005,64
https://www.dsebd.org/displayCompany.php?name=JHRML,JHRML,76.5,77.1,74.1,76.5,74.1,2.4,"1,267",24.793,"325,048"
https://www.dsebd.org/displayCompany.php?name=FORTUNE,FORTUNE,75.7,75.7,75.7,75.7,75.7,0,3,0.001,12
https://www.dsebd.org/displayCompany.php?name=FAREASTLIF,FAREASTLIF,75.2,76.1,75,75.2,75.7,-0.5,564,29.589,"393,077"
https://www.dsebd.org/displayCompany.php?name=PIONEERINS,PIONEERINS,71.7,72.5,71.5,71.7,71.6,0.1,186,4.314,"60,245"
https://www.dsebd.org/displayCompany.php?name=POPULARLIF,POPULARLIF,70.9,72.7,70,70.9,72.1,-1.2,421,13.482,"190,175"
https://www.dsebd.org/displayCompany.php?name=SQUARETEXT,SQUARETEXT,67.5,67.5,67.5,67.5,67.5,0,2,0.002,35
https://www.dsebd.org/displayCompany.php?name=NAVANAPHAR,NAVANAPHAR,67.4,68.5,67,67.4,67.4,0,807,17.373,"256,790"
https://www.dsebd.org/displayCompany.php?name=SONALILIFE,SONALILIFE,66.6,68.5,66.2,66.6,68.9,-2.3,618,23.52,"349,301"
https://www.dsebd.org/displayCompany.php?name=FINEFOODS,FINEFOODS,66.1,67.1,61.5,66.1,65.4,0.7,574,12.871,"194,524"
https://www.dsebd.org/displayCompany.php?name=DHAKAINS,DHAKAINS,65.7,68.5,64.4,65.7,66.8,-1.1,578,15.182,"231,345"
https://www.dsebd.org/displayCompany.php?name=SAMORITA,SAMORITA,65.6,65.7,65.1,65.6,65.3,0.3,42,0.304,"4,654"
https://www.dsebd.org/displayCompany.php?name=UNIQUEHRL,UNIQUEHRL,65.5,66.8,65.2,65.5,66.3,-0.8,840,37.181,"563,878"
https://www.dsebd.org/displayCompany.php?name=SPCL,SPCL,65.5,65.5,65.5,65.5,65.5,0,8,0.137,"2,090"
https://www.dsebd.org/displayCompany.php?name=GREENDELT,GREENDELT,65.4,65.7,65.1,65.2,65.4,0,74,1.774,"27,187"
https://www.dsebd.org/displayCompany.php?name=LHBL,LHBL,64.8,64.8,64.8,64.8,64.8,0,21,0.257,"3,968"
https://www.dsebd.org/displayCompany.php?name=BSRMSTEEL,BSRMSTEEL,63.9,63.9,63.9,63.9,63.9,0,3,0.007,111
https://www.dsebd.org/displayCompany.php?name=AAMRANET,AAMRANET,63.8,64.3,62.9,63.8,63.2,0.6,"2,022",114.592,"1,800,818"
https://www.dsebd.org/displayCompany.php?name=PRAGATIINS,PRAGATIINS,62.6,63,62.4,62.6,62.4,0.2,43,0.673,"10,753"
https://www.dsebd.org/displayCompany.php?name=DUTCHBANGL,DUTCHBANGL,62.6,62.6,62.6,62.6,62.6,0,12,0.075,"1,200"
https://www.dsebd.org/displayCompany.php?name=CLICL,CLICL,61.2,62.9,60.5,61.2,63.5,-2.3,625,13.337,"216,739"
https://www.dsebd.org/displayCompany.php?name=DOREENPWR,DOREENPWR,61,61,61,61,61,0,2,0.002,26
https://www.dsebd.org/displayCompany.php?name=PROVATIINS,PROVATIINS,58.9,58.9,58.9,58.9,58.9,0,4,0.005,87
https://www.dsebd.org/displayCompany.php?name=MEGHNACEM,MEGHNACEM,58.4,58.9,57.3,57.4,57.5,0.9,24,0.173,"3,007"
https://www.dsebd.org/displayCompany.php?name=DBH,DBH,57.8,57.8,57.8,57.8,57.8,0,3,0.03,511
https://www.dsebd.org/displayCompany.php?name=IPDC,IPDC,57.6,57.6,57.6,57.6,57.6,0,2,0.037,636
https://www.dsebd.org/displayCompany.php?name=BNICL,BNICL,56.8,57.4,56.7,56.8,56.7,0.1,243,7.303,"128,663"
https://www.dsebd.org/displayCompany.php?name=RELIANCINS,RELIANCINS,55.8,55.8,55.4,55.4,55.6,0.2,47,3.895,"70,241"
https://www.dsebd.org/displayCompany.php?name=PRIMELIFE,PRIMELIFE,54.7,55.1,53.3,53.6,55.2,-0.5,95,0.941,"17,399"
https://www.dsebd.org/displayCompany.php?name=BGIC,BGIC,53.8,56.9,49.6,54.2,53.5,0.3,137,1.578,"28,465"
https://www.dsebd.org/displayCompany.php?name=SAMATALETH,SAMATALETH,53.5,54.7,53.5,53.9,53.5,0,18,0.184,"3,421"
https://www.dsebd.org/displayCompany.php?name=SUNLIFEINS,SUNLIFEINS,52.9,52.9,52.9,52.9,52.9,0,46,3.063,"57,897"
https://www.dsebd.org/displayCompany.php?name=SINOBANGLA,SINOBANGLA,52.4,52.4,52.4,52.4,52.4,0,10,0.218,"4,152"
https://www.dsebd.org/displayCompany.php?name=POWERGRID,POWERGRID,52.4,52.4,52.4,52.4,52.4,0,2,0.001,14
https://www.dsebd.org/displayCompany.php?name=USMANIAGL,USMANIAGL,52.3,53,51.1,52,52.7,-0.4,55,0.223,"4,259"
https://www.dsebd.org/displayCompany.php?name=NPOLYMER,NPOLYMER,51,51,51,51,51,0,1,0,9
https://www.dsebd.org/displayCompany.php?name=MIRAKHTER,MIRAKHTER,50.8,50.8,50.8,50.8,50.8,0,2,0.001,19
https://www.dsebd.org/displayCompany.php?name=BBSCABLES,BBSCABLES,49.9,49.9,49.9,49.9,49.9,0,3,0.006,122
https://www.dsebd.org/displayCompany.php?name=HAKKANIPUL,HAKKANIPUL,49.2,49.5,48.3,49.2,48.4,0.8,116,1.583,"32,139"
https://www.dsebd.org/displayCompany.php?name=ASIAINS,ASIAINS,48.9,48.9,48.9,48.9,48.9,0,17,0.631,"12,895"
https://www.dsebd.org/displayCompany.php?name=SKICL,SKICL,48.5,49.9,48.1,48.5,48.4,0.1,570,9.236,"189,752"
https://www.dsebd.org/displayCompany.php?name=EASTERNINS,EASTERNINS,47,47.1,47,47,47,0,62,0.952,"20,261"
https://www.dsebd.org/displayCompany.php?name=HWAWELLTEX,HWAWELLTEX,46.5,47.5,46.1,46.5,46.5,0,34,0.439,"9,441"
https://www.dsebd.org/displayCompany.php?name=IDLC,IDLC,46.5,46.5,46.5,46.5,46.5,0,4,0.1,"2,151"
https://www.dsebd.org/displayCompany.php?name=EGEN,EGEN,45.2,45.2,45.2,45.2,45.2,0,45,10.363,"229,259"
https://www.dsebd.org/displayCompany.php?name=NEWLINE,NEWLINE,45.1,45.1,45.1,45.1,45.1,0,1,0.001,32
https://www.dsebd.org/displayCompany.php?name=GPHISPAT,GPHISPAT,44.8,44.8,44.8,44.8,44.8,0,7,0.014,316
https://www.dsebd.org/displayCompany.php?name=SONARBAINS,SONARBAINS,44.8,46.2,44.8,44.8,44.8,0,40,0.437,"9,736"
https://www.dsebd.org/displayCompany.php?name=SPCERAMICS,SPCERAMICS,44.5,45,43.6,44.5,43.3,1.2,"1,348",107.569,"2,421,712"
https://www.dsebd.org/displayCompany.php?name=ISNLTD,ISNLTD,44.5,45.5,44.1,44.5,44.6,-0.1,126,1.415,"31,692"
https://www.dsebd.org/displayCompany.php?name=PREMIERCEM,PREMIERCEM,44.5,44.5,44.5,44.5,44.5,0,1,0,10
https://www.dsebd.org/displayCompany.php?name=BDFINANCE,BDFINANCE,44.1,44.1,44.1,44.1,44.1,0,2,0.005,120
https://www.dsebd.org/displayCompany.php?name=IFADAUTOS,IFADAUTOS,44.1,44.1,44.1,44.1,44.1,0,1,0,1
https://www.dsebd.org/displayCompany.php?name=ASIAPACINS,ASIAPACINS,43.8,44.9,43.6,43.6,44.2,-0.4,53,1.448,"33,075"
https://www.dsebd.org/displayCompany.php?name=LEGACYFOOT,LEGACYFOOT,43.5,45.5,43.1,43.5,44.1,-0.6,155,1.73,"39,446"
https://www.dsebd.org/displayCompany.php?name=STANDARINS,STANDARINS,43.3,43.3,43.3,43.3,43.3,0,1,0.022,500
https://www.dsebd.org/displayCompany.php?name=RAKCERAMIC,RAKCERAMIC,42.9,42.9,42.9,42.9,42.9,0,1,0.002,49
https://www.dsebd.org/displayCompany.php?name=BDCOM,BDCOM,42.3,43.9,41.9,42.3,42.9,-0.6,"1,965",85.194,"1,994,206"
https://www.dsebd.org/displayCompany.php?name=PADMALIFE,PADMALIFE,42.2,43.5,42,42.2,43.4,-1.2,351,6.711,"157,296"
https://www.dsebd.org/displayCompany.php?name=TAKAFULINS,TAKAFULINS,42.1,42.5,42.1,42.1,42.1,0,91,1.626,"38,617"
https://www.dsebd.org/displayCompany.php?name=UNIONINS,UNIONINS,41.9,42.8,41.4,41.9,42.3,-0.4,814,21.992,"523,220"
https://www.dsebd.org/displayCompany.php?name=NHFIL,NHFIL,41.8,41.8,41.8,41.8,41.8,0,22,0.187,"4,471"
https://www.dsebd.org/displayCompany.php?name=TITASGAS,TITASGAS,40.9,40.9,40.9,40.9,40.9,0,2,0.014,347
https://www.dsebd.org/displayCompany.php?name=RDFOOD,RDFOOD,40.9,41.9,40.5,40.9,41.1,-0.2,"1,218",68.024,"1,654,477"
https://www.dsebd.org/displayCompany.php?name=ISLAMIINS,ISLAMIINS,39.2,39.5,39.2,39.2,39.4,-0.2,71,1.584,"40,404"
https://www.dsebd.org/displayCompany.php?name=BENGALWTL,BENGALWTL,39.1,40.9,38.9,39.1,40.9,-1.8,"1,738",85.545,"2,147,562"
https://www.dsebd.org/displayCompany.php?name=BRACBANK,BRACBANK,38.5,38.5,38.5,38.5,38.5,0,5,0.007,173
https://www.dsebd.org/displayCompany.php?name=PARAMOUNT,PARAMOUNT,38.4,39.5,38.4,38.4,38.4,0,32,0.424,"10,998"
https://www.dsebd.org/displayCompany.php?name=CENTRALINS,CENTRALINS,38.1,38.4,35.8,38.1,38.6,-0.5,78,2.189,"58,901"
https://www.dsebd.org/displayCompany.php?name=LOVELLO,LOVELLO,37.9,37.9,37.9,37.9,37.9,0,5,0.194,"5,131"
https://www.dsebd.org/displayCompany.php?name=UNITEDINS,UNITEDINS,37.9,37.9,37.9,37.9,37.9,0,2,0.021,550
https://www.dsebd.org/displayCompany.php?name=CRYSTALINS,CRYSTALINS,36.7,37.8,36.4,36.7,37.1,-0.4,181,9.126,"248,403"
https://www.dsebd.org/displayCompany.php?name=NORTHRNINS,NORTHRNINS,36.6,37,36.6,36.7,36.6,0,27,0.798,"21,751"
https://www.dsebd.org/displayCompany.php?name=AOL,AOL,36.5,36.5,36.5,36.5,36.5,0,3,0.006,170
https://www.dsebd.org/displayCompany.php?name=BEACHHATCH,BEACHHATCH,36.5,36.5,36.5,36.5,36.5,0,13,1.33,"36,431"
https://www.dsebd.org/displayCompany.php?name=NITOLINS,NITOLINS,35.9,36.8,35.3,35.9,36.4,-0.5,50,1.647,"46,184"
https://www.dsebd.org/displayCompany.php?name=ITC,ITC,35.5,36,35.1,35.5,35.7,-0.2,616,25.467,"714,950"
https://www.dsebd.org/displayCompany.php?name=AAMRATECH,AAMRATECH,35.2,35.7,35,35.2,35,0.2,416,10.026,"283,725"
https://www.dsebd.org/displayCompany.php?name=GHCL,GHCL,35.1,35.1,35.1,35.1,35.1,0,1,0.035,"1,000"
https://www.dsebd.org/displayCompany.php?name=LRBDL,LRBDL,35.1,35.1,35.1,35.1,35.1,0,19,0.196,"5,577"
https://www.dsebd.org/displayCompany.php?name=TRUSTBANK,TRUSTBANK,34.9,34.9,34.9,34.9,34.9,0,1,0.002,60
https://www.dsebd.org/displayCompany.php?name=BDTHAIFOOD,BDTHAIFOOD,34.8,34.8,34.8,34.8,34.8,0,18,0.053,"1,526"
https://www.dsebd.org/displayCompany.php?name=CITYGENINS,CITYGENINS,34.7,35,33.3,34.7,33.2,1.5,837,51.895,"1,508,509"
https://www.dsebd.org/displayCompany.php?name=AGRANINS,AGRANINS,34.7,35.1,34.3,34.7,34.4,0.3,19,0.261,"7,537"
https://www.dsebd.org/displayCompany.php?name=EPGL,EPGL,34.5,34.5,34.5,34.5,34.5,0,3,0,11
https://www.dsebd.org/displayCompany.php?name=SUMITPOWER,SUMITPOWER,34,34,34,34,34,0,3,0.077,"2,253"
https://www.dsebd.org/displayCompany.php?name=METROSPIN,METROSPIN,33.7,34.3,30.1,33.7,33.4,0.3,"1,225",48.818,"1,535,162"
https://www.dsebd.org/displayCompany.php?name=PHENIXINS,PHENIXINS,33.6,34.2,33.6,33.6,33.6,0,45,4.956,"147,500"
https://www.dsebd.org/displayCompany.php?name=ISLAMIBANK,ISLAMIBANK,33.5,33.6,33.3,33.4,33.4,0.1,132,2.825,"84,474"
https://www.dsebd.org/displayCompany.php?name=ANLIMAYARN,ANLIMAYARN,33,33.3,31.7,32.7,31.6,1.4,128,1.048,"32,266"
https://www.dsebd.org/displayCompany.php?name=MEGHNAPET,MEGHNAPET,32.1,34.5,30.3,32.1,33.5,-1.4,380,4.912,"154,877"
https://www.dsebd.org/displayCompany.php?name=REPUBLIC,REPUBLIC,32,32,31.5,31.8,31.3,0.7,22,0.477,"15,035"
https://www.dsebd.org/displayCompany.php?name=PEOPLESINS,PEOPLESINS,31.9,31.9,31.9,31.9,31.9,0,6,0.132,"4,130"
https://www.dsebd.org/displayCompany.php?name=EBL,EBL,31.8,31.8,31.8,31.8,31.8,0,15,8.108,"254,968"
https://www.dsebd.org/displayCompany.php?name=INTRACO,INTRACO,31.5,31.8,31,31.5,31,0.5,884,27.955,"890,904"
https://www.dsebd.org/displayCompany.php?name=EMERALDOIL,EMERALDOIL,31.1,32.1,30.9,31.1,31.6,-0.5,150,2.371,"76,129"
https://www.dsebd.org/displayCompany.php?name=ROBI,ROBI,30,30,30,30,30,0,3,0.061,"2,017"
